TOTAL	GeneChunk	runMONSTER	didFAIL	isMISSING
UBOX5	1	TRUE	FALSE	FALSE
TSPAN32	2	TRUE	FALSE	FALSE
GAPVD1	3	TRUE	FALSE	FALSE
ZNF326	4	TRUE	FALSE	FALSE
LINGO3	5	FALSE	TRUE	FALSE
ARHGEF2	6	TRUE	FALSE	FALSE
APOBEC3G	7	TRUE	FALSE	FALSE
PRX	8	TRUE	FALSE	FALSE
ZNF862	9	TRUE	FALSE	FALSE
CLASP1	10	TRUE	FALSE	FALSE
TCOF1	11	TRUE	FALSE	FALSE
PLEKHM1	12	TRUE	FALSE	FALSE
C17orf67	13	TRUE	FALSE	FALSE
SPINK8	14	TRUE	FALSE	FALSE
AKAP7	15	TRUE	FALSE	FALSE
ACTRT2	16	FALSE	TRUE	FALSE
POTEE	17	TRUE	FALSE	FALSE
ENPP5	18	TRUE	FALSE	FALSE
GCHFR	19	TRUE	FALSE	FALSE
ETNK2	20	TRUE	FALSE	FALSE
PKIB	21	TRUE	FALSE	FALSE
KLC4	22	TRUE	FALSE	FALSE
BCHE	23	TRUE	FALSE	FALSE
SPATA31A3	24	FALSE	TRUE	FALSE
FNDC3A	25	TRUE	FALSE	FALSE
SLC5A6	26	TRUE	FALSE	FALSE
ANP32A	27	TRUE	FALSE	FALSE
RASSF4	28	TRUE	FALSE	FALSE
CRB1	29	TRUE	FALSE	FALSE
IFIT1B	30	TRUE	FALSE	FALSE
PIGH	31	TRUE	FALSE	FALSE
VSX1	32	TRUE	FALSE	FALSE
IRAK1BP1	33	TRUE	FALSE	FALSE
SGK494	34	TRUE	FALSE	FALSE
GRIK2	35	TRUE	FALSE	FALSE
TIFA	36	TRUE	FALSE	FALSE
ZNF10	37	TRUE	FALSE	FALSE
UNG	38	TRUE	FALSE	FALSE
GBP2	39	TRUE	FALSE	FALSE
ZFYVE21	40	TRUE	FALSE	FALSE
CD4	41	TRUE	FALSE	FALSE
NCOA1	42	TRUE	FALSE	FALSE
ZFP1	43	TRUE	FALSE	FALSE
FOXD4L4	44	FALSE	TRUE	FALSE
OPRM1	45	TRUE	FALSE	FALSE
NFATC4	46	TRUE	FALSE	FALSE
SPOCD1	47	TRUE	FALSE	FALSE
CTRC	48	TRUE	FALSE	FALSE
EPHA2	49	TRUE	FALSE	FALSE
SSTR1	50	TRUE	FALSE	FALSE
YIPF5	51	TRUE	FALSE	FALSE
CAT	52	TRUE	FALSE	FALSE
RGS11	53	TRUE	FALSE	FALSE
KIAA1958	54	TRUE	FALSE	FALSE
AIFM3	55	TRUE	FALSE	FALSE
NUPR2	56	TRUE	FALSE	FALSE
GOLGB1	57	TRUE	FALSE	FALSE
RAB22A	58	TRUE	FALSE	FALSE
DPF3	59	TRUE	FALSE	FALSE
BDKRB2	60	TRUE	FALSE	FALSE
CTRL	61	TRUE	FALSE	FALSE
PSEN2	62	TRUE	FALSE	FALSE
TAS2R10	63	TRUE	FALSE	FALSE
JPH2	64	TRUE	FALSE	FALSE
CACNG6	65	TRUE	FALSE	FALSE
SMARCA2	66	TRUE	FALSE	FALSE
PLA2G4B	67	TRUE	FALSE	FALSE
HEATR1	68	TRUE	FALSE	FALSE
STK25	69	TRUE	FALSE	FALSE
CENPQ	70	TRUE	FALSE	FALSE
LCN6	71	TRUE	FALSE	FALSE
CBS	72	TRUE	FALSE	FALSE
UMODL1	73	TRUE	FALSE	FALSE
FANCM	74	TRUE	FALSE	FALSE
RBP3	75	TRUE	FALSE	FALSE
ZNF576	76	TRUE	FALSE	FALSE
NUP98	77	TRUE	FALSE	FALSE
DNAJC19	78	TRUE	FALSE	FALSE
MEIS1	79	TRUE	FALSE	FALSE
SH3GL1	80	TRUE	FALSE	FALSE
ASIC1	81	TRUE	FALSE	FALSE
SUMO3	82	TRUE	FALSE	FALSE
OR10R2	83	TRUE	FALSE	FALSE
ADAP1	84	TRUE	FALSE	FALSE
ADAL	85	TRUE	FALSE	FALSE
TIGD6	86	TRUE	FALSE	FALSE
DPYD	87	TRUE	FALSE	FALSE
PI4K2B	88	TRUE	FALSE	FALSE
OR13J1	89	FALSE	TRUE	FALSE
CNOT3	90	TRUE	FALSE	FALSE
CYP2D6	91	TRUE	FALSE	FALSE
STXBP2	92	TRUE	FALSE	FALSE
KMT2A	93	TRUE	FALSE	FALSE
EEF2	94	TRUE	FALSE	FALSE
FAAH	95	TRUE	FALSE	FALSE
OR12D3	96	TRUE	FALSE	FALSE
NPNT	97	TRUE	FALSE	FALSE
NOL9	98	TRUE	FALSE	FALSE
MELK	99	TRUE	FALSE	FALSE
POU2AF1	100	TRUE	FALSE	FALSE
STON1	101	TRUE	FALSE	FALSE
CWH43	102	TRUE	FALSE	FALSE
FRG2C	103	FALSE	TRUE	FALSE
LAMA4	104	TRUE	FALSE	FALSE
RNASE4	105	TRUE	FALSE	FALSE
EMC9	106	TRUE	FALSE	FALSE
ATMIN	107	TRUE	FALSE	FALSE
ATP1A4	108	TRUE	FALSE	FALSE
AL137164.1	109	FALSE	TRUE	FALSE
S100A7	110	FALSE	TRUE	FALSE
AMN1	111	TRUE	FALSE	FALSE
ST3GAL3	112	TRUE	FALSE	FALSE
AL022397.1	113	TRUE	FALSE	FALSE
AAED1	114	TRUE	FALSE	FALSE
EGR1	115	TRUE	FALSE	FALSE
CD1B	116	TRUE	FALSE	FALSE
DUSP11	117	TRUE	FALSE	FALSE
HMGXB3	118	TRUE	FALSE	FALSE
EPB41L4A	119	TRUE	FALSE	FALSE
COMP	120	TRUE	FALSE	FALSE
SPINK4	121	TRUE	FALSE	FALSE
IL17RE	122	TRUE	FALSE	FALSE
PEG3	123	TRUE	FALSE	FALSE
ZNF8	124	TRUE	FALSE	FALSE
RICTOR	125	TRUE	FALSE	FALSE
PEX5	126	TRUE	FALSE	FALSE
TAGLN	127	TRUE	FALSE	FALSE
POLR3K	128	TRUE	FALSE	FALSE
CH507-9B2.5	129	TRUE	FALSE	FALSE
TBCB	130	TRUE	FALSE	FALSE
RSL1D1	131	TRUE	FALSE	FALSE
DNAJB8	132	TRUE	FALSE	FALSE
AC016549.1	133	FALSE	TRUE	FALSE
PLEKHB2	134	TRUE	FALSE	FALSE
C19orf12	135	TRUE	FALSE	FALSE
TJP3	136	TRUE	FALSE	FALSE
MAL	137	TRUE	FALSE	FALSE
LMF1	138	TRUE	FALSE	FALSE
PPP1R3D	139	TRUE	FALSE	FALSE
VGLL4	140	TRUE	FALSE	FALSE
TRPM6	141	TRUE	FALSE	FALSE
PDE9A	142	TRUE	FALSE	FALSE
PLA2G10	143	TRUE	FALSE	FALSE
ZNF613	144	TRUE	FALSE	FALSE
C6orf25	145	TRUE	FALSE	FALSE
CHRD	146	FALSE	TRUE	FALSE
KLK8	147	TRUE	FALSE	FALSE
SERPINB6	148	TRUE	FALSE	FALSE
HNRNPH3	149	TRUE	FALSE	FALSE
RAMP3	150	TRUE	FALSE	FALSE
DNAL4	151	TRUE	FALSE	FALSE
NEURL4	152	TRUE	FALSE	FALSE
OR1D2	153	TRUE	FALSE	FALSE
SLC30A3	154	TRUE	FALSE	FALSE
C8orf89	155	TRUE	FALSE	FALSE
ZNF780B	156	TRUE	FALSE	FALSE
OR52W1	157	TRUE	FALSE	FALSE
NDUFB4	158	TRUE	FALSE	FALSE
PLPP2	159	TRUE	FALSE	FALSE
RPS8	160	TRUE	FALSE	FALSE
SLC17A2	161	TRUE	FALSE	FALSE
MAP2	162	TRUE	FALSE	FALSE
BORCS6	163	TRUE	FALSE	FALSE
ENTPD1	164	TRUE	FALSE	FALSE
CRYBG3	165	TRUE	FALSE	FALSE
CCDC114	166	TRUE	FALSE	FALSE
SERBP1	167	TRUE	FALSE	FALSE
RILPL2	168	TRUE	FALSE	FALSE
TAF5L	169	TRUE	FALSE	FALSE
ETV7	170	TRUE	FALSE	FALSE
TM4SF20	171	TRUE	FALSE	FALSE
CNOT4	172	TRUE	FALSE	FALSE
ZNF131	173	TRUE	FALSE	FALSE
ARPC1A	174	TRUE	FALSE	FALSE
TMEM245	175	TRUE	FALSE	FALSE
P2RX5-TAX1BP3	176	TRUE	FALSE	FALSE
TESMIN	177	TRUE	FALSE	FALSE
CKS2	178	TRUE	FALSE	FALSE
LIPG	179	TRUE	FALSE	FALSE
TGDS	180	TRUE	FALSE	FALSE
HERPUD1	181	TRUE	FALSE	FALSE
SNW1	182	TRUE	FALSE	FALSE
NSMAF	183	TRUE	FALSE	FALSE
CENPB	184	TRUE	FALSE	FALSE
SYNPO	185	TRUE	FALSE	FALSE
PMAIP1	186	TRUE	FALSE	FALSE
HSP90AA1	187	TRUE	FALSE	FALSE
CFAP73	188	TRUE	FALSE	FALSE
MYO1B	189	TRUE	FALSE	FALSE
VSX2	190	TRUE	FALSE	FALSE
FBRS	191	TRUE	FALSE	FALSE
IRX5	192	TRUE	FALSE	FALSE
IKBIP	193	TRUE	FALSE	FALSE
TWF1	194	TRUE	FALSE	FALSE
C12orf43	195	TRUE	FALSE	FALSE
CHMP1A	196	TRUE	FALSE	FALSE
ZIM2	197	TRUE	FALSE	FALSE
IGFBP2	198	TRUE	FALSE	FALSE
CBWD3	199	TRUE	FALSE	FALSE
NPAS3	200	TRUE	FALSE	FALSE
GRIN2B	201	TRUE	FALSE	FALSE
MT1E	202	TRUE	FALSE	FALSE
S100A12	203	TRUE	FALSE	FALSE
CNTN6	204	TRUE	FALSE	FALSE
ZNF250	205	TRUE	FALSE	FALSE
MICALL1	206	TRUE	FALSE	FALSE
OR9A2	207	FALSE	TRUE	FALSE
OTUD7B	208	TRUE	FALSE	FALSE
VAV3	209	TRUE	FALSE	FALSE
AC079355.1	210	FALSE	TRUE	FALSE
GABRG1	211	TRUE	FALSE	FALSE
MYLK4	212	TRUE	FALSE	FALSE
CMTR2	213	TRUE	FALSE	FALSE
NECAB1	214	TRUE	FALSE	FALSE
KLHL10	215	TRUE	FALSE	FALSE
OR6B3	216	FALSE	TRUE	FALSE
PSENEN	217	TRUE	FALSE	FALSE
GPT	218	TRUE	FALSE	FALSE
OARD1	219	TRUE	FALSE	FALSE
AC009060.1	220	FALSE	TRUE	FALSE
ZNF611	221	TRUE	FALSE	FALSE
NTMT1	222	TRUE	FALSE	FALSE
APOE	223	TRUE	FALSE	FALSE
CFHR5	224	TRUE	FALSE	FALSE
FGFBP1	225	TRUE	FALSE	FALSE
LRRN4	226	TRUE	FALSE	FALSE
AMH	227	TRUE	FALSE	FALSE
TRIL	228	FALSE	TRUE	FALSE
FOXP1	229	TRUE	FALSE	FALSE
VAT1	230	TRUE	FALSE	FALSE
ZNF668	231	TRUE	FALSE	FALSE
TBC1D31	232	TRUE	FALSE	FALSE
SGIP1	233	TRUE	FALSE	FALSE
SAMD4A	234	TRUE	FALSE	FALSE
TCHHL1	235	TRUE	FALSE	FALSE
VTN	236	TRUE	FALSE	FALSE
CYB5A	237	TRUE	FALSE	FALSE
AC037459.4	238	TRUE	FALSE	FALSE
FOXP2	239	TRUE	FALSE	FALSE
FNBP1L	240	TRUE	FALSE	FALSE
PCDHA13	241	TRUE	FALSE	FALSE
MFHAS1	242	TRUE	FALSE	FALSE
ATXN3	243	TRUE	FALSE	FALSE
UBE2U	244	TRUE	FALSE	FALSE
KIF27	245	TRUE	FALSE	FALSE
NTN4	246	TRUE	FALSE	FALSE
C8orf44	247	TRUE	FALSE	FALSE
MED1	248	TRUE	FALSE	FALSE
ITGB6	249	TRUE	FALSE	FALSE
C17orf51	250	TRUE	FALSE	FALSE
AFAP1	251	TRUE	FALSE	FALSE
TXN2	252	TRUE	FALSE	FALSE
HLA-DQA2	253	TRUE	FALSE	FALSE
PSMB10	254	TRUE	FALSE	FALSE
COL17A1	255	TRUE	FALSE	FALSE
TMEM57	256	TRUE	FALSE	FALSE
NOP58	257	TRUE	FALSE	FALSE
HOXA9	258	TRUE	FALSE	FALSE
CTD-2192J16.24	259	TRUE	FALSE	FALSE
HMOX2	260	TRUE	FALSE	FALSE
GALM	261	TRUE	FALSE	FALSE
RGS22	262	TRUE	FALSE	FALSE
OR51B5	263	TRUE	FALSE	FALSE
NCOA3	264	TRUE	FALSE	FALSE
CHRNA1	265	TRUE	FALSE	FALSE
C20orf141	266	FALSE	TRUE	FALSE
PODXL	267	TRUE	FALSE	FALSE
RNF152	268	TRUE	FALSE	FALSE
ARL4C	269	FALSE	TRUE	FALSE
CDCA8	270	TRUE	FALSE	FALSE
ERVK3-1	271	TRUE	FALSE	FALSE
RP11-321N4.5	272	TRUE	FALSE	FALSE
DDIT4L	273	TRUE	FALSE	FALSE
CBR3	274	TRUE	FALSE	FALSE
ALS2CL	275	TRUE	FALSE	FALSE
RAB8A	276	TRUE	FALSE	FALSE
LAG3	277	FALSE	TRUE	FALSE
PRICKLE2	278	TRUE	FALSE	FALSE
PARD6B	279	TRUE	FALSE	FALSE
FANCD2OS	280	TRUE	FALSE	FALSE
ARHGEF10	281	TRUE	FALSE	FALSE
RP3-422G23.4	282	TRUE	FALSE	FALSE
TMEM253	283	TRUE	FALSE	FALSE
INCA1	284	TRUE	FALSE	FALSE
LIPI	285	TRUE	FALSE	FALSE
RNASE9	286	FALSE	TRUE	FALSE
OR4F15	287	TRUE	FALSE	FALSE
DLGAP1	288	TRUE	FALSE	FALSE
EVA1C	289	TRUE	FALSE	FALSE
CHRNB4	290	TRUE	FALSE	FALSE
LITAF	291	TRUE	FALSE	FALSE
RPS5	292	TRUE	FALSE	FALSE
ARHGEF10L	293	TRUE	FALSE	FALSE
CDH24	294	TRUE	FALSE	FALSE
ADAMTS13	295	TRUE	FALSE	FALSE
SRD5A1	296	TRUE	FALSE	FALSE
PATL1	297	TRUE	FALSE	FALSE
GRIK1	298	TRUE	FALSE	FALSE
SETD7	299	TRUE	FALSE	FALSE
AKR1C1	300	TRUE	FALSE	FALSE
MAP3K2	301	TRUE	FALSE	FALSE
HRAS	302	TRUE	FALSE	FALSE
CDC20B	303	TRUE	FALSE	FALSE
MMADHC	304	TRUE	FALSE	FALSE
TRIM68	305	TRUE	FALSE	FALSE
EPHB1	306	TRUE	FALSE	FALSE
KLK2	307	TRUE	FALSE	FALSE
GALNT14	308	TRUE	FALSE	FALSE
SPDYC	309	TRUE	FALSE	FALSE
BPTF	310	TRUE	FALSE	FALSE
NEURL1B	311	TRUE	FALSE	FALSE
PARP11	312	TRUE	FALSE	FALSE
RAD51D	313	TRUE	FALSE	FALSE
ENPEP	314	TRUE	FALSE	FALSE
TMEM155	315	TRUE	FALSE	FALSE
UBA7	316	TRUE	FALSE	FALSE
CLC	317	TRUE	FALSE	FALSE
LACTB	318	TRUE	FALSE	FALSE
ICE1	319	TRUE	FALSE	FALSE
ZNF627	320	TRUE	FALSE	FALSE
SLC51B	321	TRUE	FALSE	FALSE
CACNB2	322	TRUE	FALSE	FALSE
BSCL2	323	TRUE	FALSE	FALSE
RP11-298A10.1	324	FALSE	TRUE	FALSE
CTNNA1	325	TRUE	FALSE	FALSE
PPP1R35	326	TRUE	FALSE	FALSE
PTCRA	327	TRUE	FALSE	FALSE
LIPA	328	TRUE	FALSE	FALSE
CHURC1	329	TRUE	FALSE	FALSE
LPIN1	330	TRUE	FALSE	FALSE
ZNF148	331	TRUE	FALSE	FALSE
ALKBH6	332	FALSE	TRUE	FALSE
ARHGAP10	333	TRUE	FALSE	FALSE
SERPINB10	334	TRUE	FALSE	FALSE
HS3ST6	335	TRUE	FALSE	FALSE
XPC	336	TRUE	FALSE	FALSE
KRTAP10-6	337	TRUE	FALSE	FALSE
PISD	338	TRUE	FALSE	FALSE
AP2S1	339	TRUE	FALSE	FALSE
OTUD4	340	TRUE	FALSE	FALSE
PI16	341	TRUE	FALSE	FALSE
PIK3R5	342	TRUE	FALSE	FALSE
ITGB4	343	TRUE	FALSE	FALSE
SLC5A7	344	TRUE	FALSE	FALSE
TLN1	345	TRUE	FALSE	FALSE
RFFL	346	TRUE	FALSE	FALSE
FNDC4	347	TRUE	FALSE	FALSE
SLC12A9	348	TRUE	FALSE	FALSE
NGFR	349	TRUE	FALSE	FALSE
FAM153B	350	TRUE	FALSE	FALSE
OR51L1	351	FALSE	TRUE	FALSE
SCN5A	352	TRUE	FALSE	FALSE
PRICKLE4	353	TRUE	FALSE	FALSE
CLDN25	354	FALSE	TRUE	FALSE
PVRIG	355	TRUE	FALSE	FALSE
CTD-2207O23.12	356	TRUE	FALSE	FALSE
FBXL16	357	TRUE	FALSE	FALSE
FAM150B	358	TRUE	FALSE	FALSE
ASB8	359	TRUE	FALSE	FALSE
AL139333.1	360	FALSE	TRUE	FALSE
KLHL12	361	TRUE	FALSE	FALSE
EFNB2	362	TRUE	FALSE	FALSE
BPGM	363	TRUE	FALSE	FALSE
CTD-3105H18.14	364	TRUE	FALSE	FALSE
BDKRB1	365	TRUE	FALSE	FALSE
PBOV1	366	TRUE	FALSE	FALSE
HAVCR1	367	TRUE	FALSE	FALSE
LPAR2	368	TRUE	FALSE	FALSE
UROD	369	TRUE	FALSE	FALSE
ORAOV1	370	TRUE	FALSE	FALSE
AC006994.3	371	FALSE	TRUE	FALSE
SFMBT2	372	TRUE	FALSE	FALSE
GABRR2	373	TRUE	FALSE	FALSE
CRYGC	374	TRUE	FALSE	FALSE
SPATA4	375	TRUE	FALSE	FALSE
ARPC4	376	TRUE	FALSE	FALSE
EIF4A2	377	TRUE	FALSE	FALSE
ATP8B2	378	TRUE	FALSE	FALSE
CDCP1	379	TRUE	FALSE	FALSE
SLC16A3	380	TRUE	FALSE	FALSE
ZNF479	381	TRUE	FALSE	FALSE
DMGDH	382	TRUE	FALSE	FALSE
THSD7A	383	TRUE	FALSE	FALSE
WASF2	384	TRUE	FALSE	FALSE
C16orf74	385	TRUE	FALSE	FALSE
MRPL35	386	TRUE	FALSE	FALSE
PCSK4	387	TRUE	FALSE	FALSE
SVBP	388	TRUE	FALSE	FALSE
FAM131C	389	TRUE	FALSE	FALSE
FOXH1	390	FALSE	TRUE	FALSE
IFNL1	391	TRUE	FALSE	FALSE
TP53TG5	392	TRUE	FALSE	FALSE
ZNF302	393	TRUE	FALSE	FALSE
CELF2	394	TRUE	FALSE	FALSE
OR52I2	395	FALSE	TRUE	FALSE
TAC1	396	TRUE	FALSE	FALSE
LTB4R2	397	TRUE	FALSE	FALSE
GZMB	398	TRUE	FALSE	FALSE
KLHDC8A	399	TRUE	FALSE	FALSE
SLC41A2	400	TRUE	FALSE	FALSE
FNDC9	401	TRUE	FALSE	FALSE
UBN2	402	TRUE	FALSE	FALSE
SORT1	403	TRUE	FALSE	FALSE
LCN12	404	TRUE	FALSE	FALSE
ASB13	405	TRUE	FALSE	FALSE
NEUROG1	406	FALSE	TRUE	FALSE
PARM1	407	TRUE	FALSE	FALSE
OTUD6B	408	TRUE	FALSE	FALSE
IGFL4	409	TRUE	FALSE	FALSE
PPIAL4D	410	FALSE	TRUE	FALSE
SUN2	411	TRUE	FALSE	FALSE
GDAP1L1	412	TRUE	FALSE	FALSE
PHAX	413	TRUE	FALSE	FALSE
FAM109A	414	TRUE	FALSE	FALSE
TMEM243	415	TRUE	FALSE	FALSE
TBC1D1	416	TRUE	FALSE	FALSE
FUCA2	417	TRUE	FALSE	FALSE
EZH2	418	TRUE	FALSE	FALSE
KIAA0556	419	TRUE	FALSE	FALSE
SLC5A8	420	TRUE	FALSE	FALSE
CXXC5	421	TRUE	FALSE	FALSE
CD163	422	TRUE	FALSE	FALSE
HDAC11	423	TRUE	FALSE	FALSE
CHCHD2	424	TRUE	FALSE	FALSE
ASPG	425	TRUE	FALSE	FALSE
DMKN	426	TRUE	FALSE	FALSE
HSPA4	427	TRUE	FALSE	FALSE
NFKBIE	428	TRUE	FALSE	FALSE
SHISA4	429	TRUE	FALSE	FALSE
C1QA	430	TRUE	FALSE	FALSE
LARS	431	TRUE	FALSE	FALSE
ZDHHC1	432	TRUE	FALSE	FALSE
GTPBP1	433	TRUE	FALSE	FALSE
TIGD1	434	TRUE	FALSE	FALSE
CERS6	435	TRUE	FALSE	FALSE
RP11-136C24.3	436	TRUE	FALSE	FALSE
DNAJB11	437	TRUE	FALSE	FALSE
AC003002.4	438	TRUE	FALSE	FALSE
OR1E2	439	FALSE	TRUE	FALSE
CAPN14	440	TRUE	FALSE	FALSE
PRPF38B	441	TRUE	FALSE	FALSE
BTN3A1	442	TRUE	FALSE	FALSE
CNP	443	TRUE	FALSE	FALSE
KMT5C	444	TRUE	FALSE	FALSE
SPARC	445	TRUE	FALSE	FALSE
SLC26A3	446	TRUE	FALSE	FALSE
SWT1	447	TRUE	FALSE	FALSE
MYO3B	448	TRUE	FALSE	FALSE
MED25	449	TRUE	FALSE	FALSE
TNPO2	450	TRUE	FALSE	FALSE
STK40	451	TRUE	FALSE	FALSE
ARHGEF5	452	TRUE	FALSE	FALSE
TMEM177	453	TRUE	FALSE	FALSE
NBEA	454	TRUE	FALSE	FALSE
OR52N5	455	FALSE	TRUE	FALSE
UBTFL1	456	FALSE	TRUE	FALSE
RP1-309K20.6	457	TRUE	FALSE	FALSE
MRPS14	458	TRUE	FALSE	FALSE
OR56A1	459	TRUE	FALSE	FALSE
HES4	460	TRUE	FALSE	FALSE
INTS7	461	TRUE	FALSE	FALSE
CP	462	TRUE	FALSE	FALSE
AKR7A3	463	TRUE	FALSE	FALSE
FIS1	464	TRUE	FALSE	FALSE
RBP7	465	TRUE	FALSE	FALSE
LCE1C	466	TRUE	FALSE	FALSE
PARVA	467	TRUE	FALSE	FALSE
ANKRD20A4	468	FALSE	TRUE	FALSE
GRTP1	469	TRUE	FALSE	FALSE
FCRL4	470	TRUE	FALSE	FALSE
RP11-15H20.8	471	TRUE	FALSE	FALSE
ATG16L1	472	TRUE	FALSE	FALSE
PHF21B	473	TRUE	FALSE	FALSE
OR51I1	474	FALSE	TRUE	FALSE
AC006486.9	475	TRUE	FALSE	FALSE
EXOSC8	476	TRUE	FALSE	FALSE
SLC35F2	477	TRUE	FALSE	FALSE
UGT2B4	478	TRUE	FALSE	FALSE
CLEC5A	479	TRUE	FALSE	FALSE
SARAF	480	TRUE	FALSE	FALSE
EXOC3L2	481	TRUE	FALSE	FALSE
SS18L2	482	TRUE	FALSE	FALSE
CECR1	483	TRUE	FALSE	FALSE
CST8	484	TRUE	FALSE	FALSE
NOTO	485	TRUE	FALSE	FALSE
ABI2	486	TRUE	FALSE	FALSE
CRYBA1	487	TRUE	FALSE	FALSE
B4GALNT3	488	TRUE	FALSE	FALSE
HAP1	489	TRUE	FALSE	FALSE
VWA2	490	TRUE	FALSE	FALSE
ARRDC3	491	TRUE	FALSE	FALSE
CER1	492	TRUE	FALSE	FALSE
PDIA6	493	TRUE	FALSE	FALSE
PIH1D1	494	TRUE	FALSE	FALSE
PEX14	495	TRUE	FALSE	FALSE
TAS2R40	496	FALSE	TRUE	FALSE
AP3B1	497	TRUE	FALSE	FALSE
FAF2	498	TRUE	FALSE	FALSE
MAJIN	499	TRUE	FALSE	FALSE
CRISPLD1	500	TRUE	FALSE	FALSE
ENPP1	501	TRUE	FALSE	FALSE
GRIN3A	502	TRUE	FALSE	FALSE
NBPF6	503	TRUE	FALSE	FALSE
VAX1	504	TRUE	FALSE	FALSE
SMPD1	505	TRUE	FALSE	FALSE
KIAA2013	506	TRUE	FALSE	FALSE
GRAMD1B	507	TRUE	FALSE	FALSE
EME1	508	TRUE	FALSE	FALSE
FLT3	509	TRUE	FALSE	FALSE
HTR1A	510	TRUE	FALSE	FALSE
TBC1D21	511	TRUE	FALSE	FALSE
EFCC1	512	TRUE	FALSE	FALSE
GRAMD1C	513	TRUE	FALSE	FALSE
PSMD12	514	TRUE	FALSE	FALSE
SLC38A3	515	TRUE	FALSE	FALSE
EMB	516	TRUE	FALSE	FALSE
MPC1	517	TRUE	FALSE	FALSE
GATAD1	518	TRUE	FALSE	FALSE
AC084219.2	519	TRUE	FALSE	FALSE
ANKRD13B	520	TRUE	FALSE	FALSE
OR3A2	521	TRUE	FALSE	FALSE
EIF3H	522	TRUE	FALSE	FALSE
JMJD6	523	TRUE	FALSE	FALSE
ZNF615	524	TRUE	FALSE	FALSE
ZNF793	525	TRUE	FALSE	FALSE
GLUL	526	TRUE	FALSE	FALSE
HAVCR2	527	TRUE	FALSE	FALSE
CHST1	528	TRUE	FALSE	FALSE
RUNX1	529	TRUE	FALSE	FALSE
ZKSCAN2	530	TRUE	FALSE	FALSE
HCFC1R1	531	TRUE	FALSE	FALSE
TWIST1	532	TRUE	FALSE	FALSE
DMRT2	533	TRUE	FALSE	FALSE
BPIFA1	534	TRUE	FALSE	FALSE
RANBP1	535	TRUE	FALSE	FALSE
TLL1	536	TRUE	FALSE	FALSE
SPRR2A	537	TRUE	FALSE	FALSE
SNTG1	538	TRUE	FALSE	FALSE
RORB	539	TRUE	FALSE	FALSE
RTP2	540	TRUE	FALSE	FALSE
MYL2	541	TRUE	FALSE	FALSE
ITSN2	542	TRUE	FALSE	FALSE
TCF3	543	TRUE	FALSE	FALSE
WFDC1	544	TRUE	FALSE	FALSE
DBR1	545	TRUE	FALSE	FALSE
LINGO1	546	TRUE	FALSE	FALSE
TOP3B	547	TRUE	FALSE	FALSE
THBS1	548	TRUE	FALSE	FALSE
ARNTL	549	TRUE	FALSE	FALSE
FOLR2	550	TRUE	FALSE	FALSE
SCOC	551	TRUE	FALSE	FALSE
SF3A3	552	TRUE	FALSE	FALSE
C14orf159	553	TRUE	FALSE	FALSE
RAB3D	554	TRUE	FALSE	FALSE
UNKL	555	TRUE	FALSE	FALSE
NFIA	556	TRUE	FALSE	FALSE
NDUFV2	557	TRUE	FALSE	FALSE
DNAJA1	558	TRUE	FALSE	FALSE
PELI2	559	TRUE	FALSE	FALSE
RAD21	560	TRUE	FALSE	FALSE
GOLGA1	561	TRUE	FALSE	FALSE
KRTAP5-9	562	TRUE	FALSE	FALSE
TXNDC12	563	TRUE	FALSE	FALSE
NEUROD1	564	TRUE	FALSE	FALSE
RP4-614O4.11	565	TRUE	FALSE	FALSE
IL26	566	TRUE	FALSE	FALSE
APLF	567	TRUE	FALSE	FALSE
TAF1B	568	TRUE	FALSE	FALSE
EVC	569	TRUE	FALSE	FALSE
OR2AG2	570	TRUE	FALSE	FALSE
PRELID1	571	TRUE	FALSE	FALSE
NBR1	572	TRUE	FALSE	FALSE
IGFN1	573	TRUE	FALSE	FALSE
STMN3	574	TRUE	FALSE	FALSE
OR8S1	575	TRUE	FALSE	FALSE
UBALD1	576	TRUE	FALSE	FALSE
FAM214B	577	TRUE	FALSE	FALSE
SNX9	578	TRUE	FALSE	FALSE
PHLDA3	579	TRUE	FALSE	FALSE
EPC1	580	TRUE	FALSE	FALSE
DOPEY1	581	TRUE	FALSE	FALSE
C2orf74	582	TRUE	FALSE	FALSE
TCTN2	583	TRUE	FALSE	FALSE
DDTL	584	TRUE	FALSE	FALSE
NDUFA4	585	TRUE	FALSE	FALSE
GPAT4	586	TRUE	FALSE	FALSE
DDX39B	587	TRUE	FALSE	FALSE
MICU3	588	TRUE	FALSE	FALSE
GPSM1	589	TRUE	FALSE	FALSE
ZNF330	590	TRUE	FALSE	FALSE
CCDC171	591	TRUE	FALSE	FALSE
LRRN1	592	TRUE	FALSE	FALSE
ITGB3BP	593	TRUE	FALSE	FALSE
ADNP2	594	TRUE	FALSE	FALSE
CPEB2	595	TRUE	FALSE	FALSE
ZKSCAN4	596	TRUE	FALSE	FALSE
GOLGA8K	597	FALSE	TRUE	FALSE
FDXACB1	598	TRUE	FALSE	FALSE
GCSH	599	TRUE	FALSE	FALSE
ADGRG1	600	TRUE	FALSE	FALSE
C1QBP	601	TRUE	FALSE	FALSE
DNMT3L	602	TRUE	FALSE	FALSE
C1orf174	603	TRUE	FALSE	FALSE
HRH3	604	TRUE	FALSE	FALSE
