Pheno,Count,Age.median,Age.iqr,African.prop,Asian.prop,European.prop,Hispanic.prop
1,59199,55.6,16.35,0.034933022517272254,0.11623507153837058,0.8282910184293654,0.020540887514991807
2,83471,55,16.490000000000002,0.04451845551149501,0.10111296138778737,0.8383750044925783,0.015993578608139353
