CurrentGene,StoufferMetaP,StoufferMetaP_FDR,StoufferMetaEuropeanP,StoufferMetaEuropeanP_FDR,MetalMetaP,MetalMetaEuropeanP,MetalMetaP_FDR,MetalMetaEuropeanP_FDR,Number_missingPvalues
RPIA,0.5905908495453198,0.8823203248326414,0.43070235724012895,0.8445431822701994,0.0035930271135086486,0.005036568598545487,0.006371707589583283,0.011129355431315258,0
PRPH,0.033978523211295394,0.5680059336418555,0.03487279490434466,0.587879814091181,2.4051366594936166e-4,0.0010441889399805757,0.0014149567880335013,0.005140212402802145,2
MYT1,0.9322839094159114,0.9714295766226648,0.7272630759182618,0.9143186390234275,0.034227432280596305,0.02499160693385927,0.03775599183000577,0.03241370426694105,0
KIAA0513,0.8061013450097647,0.9337378083015985,NA,NA,0.7507111225514664,1,0.7651021440706125,1,12
APOBEC1,0.5504770808862125,0.8740759073437396,0.40753162342557037,0.8371465157448538,0.004575790825191938,0.005350539216006814,0.0075106722305309835,0.011485492430654446,0
HOOK1,0.07059801853212283,0.6445196071798281,0.05792966519065161,0.6359399230736216,1.712397067246122e-4,3.6407859401232467e-4,0.0011945809970796218,0.003230656511109839,0
ZIK1,0.9463026638267816,0.976354878567888,0.8839253929742871,0.9577612677035665,0.05033774343757767,0.05637380380302169,0.053985783349921664,0.06331196152913984,0
ISG15,0.8902475430314425,0.9573347731016342,0.5868896372976469,0.8808186484229393,0.01246158291625832,0.009283403380267547,0.015853940469068482,0.015987780899849785,0
NPM1,0.18938266594316674,0.7425085081083438,0.42720989836130285,0.8432445663829287,7.133385703367489e-4,0.008368853605636833,0.002457376972688586,0.014960357997393328,0
FAM126A,0.4945355460762858,0.8615581874876258,0.4652106864388737,0.8533610771203678,0.002240346300178296,0.0044798064786679415,0.00472931021579493,0.010429221530479357,0
FBXO48,0.582406853361704,0.8811852274260397,0.4729724644754981,0.8553914166682336,0.005098272626284761,0.006180962921810797,0.008112113359404838,0.012525024333142717,0
GDF10,0.007081229966623058,0.41851561455077063,0.03065843246666209,0.5692396763670637,4.453227540849538e-6,1.114391265913693e-4,2.6465502910762173e-4,0.0020232201359706467,0
