CurrentGene,StoufferMetaP,StoufferMetaP_FDR,StoufferMetaEuropeanP,StoufferMetaEuropeanP_FDR,MetalMetaP,MetalMetaEuropeanP,MetalMetaP_FDR,MetalMetaEuropeanP_FDR,Number_missingPvalues
RGS8,0.4718060392799073,0.8542995523361927,0.21653919153090562,0.7797744349394918,0.0062036812943360555,0.004746656604208915,0.009318755263109163,0.010785018737506705,1
ECI2,0.25313158296686655,0.7748215458927841,0.3246428077157498,0.8160764626922068,4.6060458346845545e-4,0.002631850021671149,0.0019597223283412783,0.007938925065436241,0
C1orf185,0.607266116031571,0.8841476664634794,0.7785597048669688,0.9276031345023169,0.008586583482984252,0.040409014072438666,0.011825404750994032,0.047641686353663004,0
PLPP1,0.7712137710420044,0.9231283364832146,0.8716486346856623,0.9546586861930708,0.006246108600101499,0.023841014456345476,0.009362025457802597,0.031251557373550364,0
PHOX2B,0.4264174707939373,0.8456778384325776,0.2408527039045148,0.7936124373781286,0.0010704857355330697,0.0013410797303079387,0.0030704479420200757,0.005721693822347174,0
ADPRM,0.4668960726718514,0.8535567517552998,0.6512566458483244,0.8967233852725182,0.0028351116928024053,0.014530777343187504,0.005475278643839532,0.021753617007719377,1
TRIM43,0.6441146563338617,0.893954428890957,0.6413307759887692,0.8949854130213971,0.011414675691897852,0.021207825562140376,0.014764626262321051,0.02862775728343635,0
NDUFA5,0.027787408847577875,0.5585094244589593,0.037704334597737525,0.5975094951099253,2.6673988369122328e-5,1.0377063767005813e-4,5.618095902440088e-4,0.001997922410294372,0
MMP13,0.7510895345840145,0.9186253856960054,0.8116834041884928,0.9372677419940252,0.013045395561521742,0.03353066259867775,0.016443102098855605,0.04087240804454409,0
SLCO3A1,0.14047530901760105,0.7165097344573229,0.3146214524662268,0.8121182001618723,1.643584696322453e-4,0.0019952559093354685,0.0011710933187504124,0.006931025786319654,0
TMEM119,0.09688231134142512,0.6800923036497712,0.0781541323714005,0.6578034873501356,2.888375503460949e-4,5.37860139995482e-4,0.0015467712635082664,0.003847070936165462,0
SHISA9,0.16306061790156848,0.7303034700946771,0.3213782875626806,0.8159219333367161,7.762046621313364e-5,7.39933071935875e-4,8.567206876533819e-4,0.004403026484501072,0
ART1,0.6285261014703425,0.8890421432235093,0.5655109276715108,0.875302413920997,0.01042088484416565,0.015436813610905868,0.01372171408954101,0.02269668915798254,1
CDC42EP5,0.19742491437970272,0.7452732882810033,0.06385579910358899,0.6396584861250257,0.0013025816783861748,0.0011083676154298547,0.003434229542295056,0.005268275107370484,1
TRIM33,0.2621089180253573,0.7806094960033825,0.09702118712569119,0.6890658370216062,0.0014425591228184062,0.0013320344390378048,0.0036314037219633455,0.005712837815921049,1
SPOPL,0.6161096353465252,0.8862786790720679,0.6941069800424472,0.905968391597887,0.006363190394271973,0.018000924286330367,0.009487534245098501,0.02537890964847469,0
RBKS,0.5181722479783607,0.8651759725641268,0.5463114058860292,0.8728129512540715,0.0015924027835633357,0.00378718140363035,0.0038541930407361095,0.009554734510209063,0
TMEM50A,0.7268940908160361,0.9109969107583749,0.7946623797873744,0.9326411748673422,0.029603790983698704,0.08758325718525803,0.033147506513068616,0.09444072358338727,2
TOM1L2,0.24092347267933098,0.7699175437854038,0.40398826889686773,0.8369310633210709,6.388819381255859e-4,0.0043001759558237125,0.002330826167617118,0.010221065279789363,0
SPATS2L,0.1899090624679548,0.7425799517185799,0.3587709751979302,0.8256065401303341,4.1940130042706107e-4,0.0038526831228553556,0.0018705658860586488,0.009624487249746157,0
VCAM1,0.12448376862464951,0.7043038100796419,0.09250914259165499,0.6833813480476018,4.277435831354054e-4,7.102259282166025e-4,0.0018894487449101838,0.00432697552936664,0
FZD10,0.6496923913603719,0.8947978651473232,NA,NA,0.5772605876357628,1,0.5941348974613078,1,12
BOC,0.6062235510778303,0.8841476664634794,0.7286654474446522,0.91451186237483,0.006950189978259963,0.025045723528328852,0.01012154636993204,0.03246358593888621,0
RPS3,0.7853771667114127,0.9253433991529638,0.9065174935025878,0.9633322834932898,0.010178743284804195,0.04783153463346627,0.013472493398437103,0.05491812390297877,0
KRTAP9-8,0.35692812565400184,0.8185696255738734,0.7684716095583055,0.9252731268963278,0.001518042695314612,0.033694265437178225,0.003749595597255589,0.04102791354070198,1
CXCR2,0.5786861433467263,0.8808045646362512,0.42155120210784464,0.8418065665787497,0.004622374037578951,0.004748472464463891,0.007563847940657734,0.010785205046173401,0
RAB5B,0.0013152155481627765,0.24512183281722497,0.0015607405740357646,0.31148229231523616,8.060012906605652e-7,3.3991068170350844e-6,1.3501503098036603e-4,6.676919190809654e-4,0
MORF4L1,0.13642984045084738,0.715917935154886,0.18967236266322512,0.7678787754780805,3.6736926533601215e-4,0.0014474451063170258,0.0017411965661202251,0.0059383810337301285,0
NDUFAF2,0.5788699428291633,0.8808045646362512,0.7822141871237508,0.9286374871993992,0.0028435164371395077,0.017778056082387337,0.005481537609289395,0.025134957538709757,0
KMT2D,0.57945034435038,0.8808045646362512,0.5576237087025786,0.8738082541376619,0.003280745423530524,0.007472762623619326,0.006009225593688958,0.013951977106609755,0
MYL9,0.4543909032977358,0.852665080822147,0.5826093585730355,0.8798472699435537,0.001843879473393597,0.007944517408889181,0.0041965741161438435,0.01448573584002408,0
MARK4,0.007418171575562929,0.41851561455077063,0.010556632383536364,0.46652112036004423,9.609518464730997e-6,4.0534643746331986e-5,3.7450035688121067e-4,0.001435326350949338,0
ANO3,0.3065981093201342,0.8006336607541963,0.28848890366572855,0.8047586373816487,0.0010462290487995513,0.0022707965338903315,0.003037759495822067,0.007372035585030738,0
FAM118A,0.09539519733174896,0.6792943287425681,0.16113261102896023,0.7481902655190957,3.086989812166898e-4,0.0016291571622351485,0.0015975129474444395,0.006279640680004246,0
EBF2,0.8867801771017968,0.9568787264666957,0.6937004912576012,0.9056783579079097,0.026997419722338184,0.021827520603480637,0.030531413213656922,0.029244928344453774,0
ALDH3A1,0.14321207162851543,0.7188125027588562,0.25953063723289294,0.7977433442677255,8.479757214544572e-4,0.006736359403752038,0.002706565285893051,0.013156169841278575,1
HEXIM2,0.35810963835861076,0.8193502591502945,0.569620153173057,0.8762484854591264,0.0031319477571119868,0.017883822824316456,0.005828789976609832,0.0252538795099939,2
FAM106A,0.922527492475608,0.9677018667184057,0.8686933874320371,0.9533677718879072,0.020699632694647235,0.03159799876722563,0.024220958472210438,0.03897998644775551,0
IL17RE,0.18919804013317798,0.7423625300852394,0.2839065467120371,0.8025942131564195,9.269815842823719e-5,5.376308246825036e-4,9.304799075701311e-4,0.003846905222162653,0
UAP1,0.07293761100101252,0.648864248594268,0.12931976683028862,0.7209256108066927,1.4506471961708928e-4,8.247065178403759e-4,0.0011124986356051715,0.004624353464368767,0
DOCK2,0.629144493302555,0.8894735191646101,0.6721758019189332,0.8997051921789894,0.0044149311795006075,0.012579848252771959,0.0073327657797394395,0.01965772468974858,0
RPS26,0.07298121075563915,0.648864248594268,0.051135592328888486,0.6258384265538016,7.440218864680628e-5,1.8076791748367923e-4,8.404474832554794e-4,0.002413483465870252,0
IFNB1,0.49366326407402245,0.8611951714866796,0.5035132348525706,0.8629926502917636,0.0011336126273886037,0.002866435097143539,0.0031715660029533336,0.008267478051044401,0
PRLH,0.2158201336980348,0.7605660109720962,0.14668197712255526,0.7352542104778681,4.5262867012676517e-4,9.453803496257193e-4,0.0019417249685599,0.004936133940784989,0
FAM173B,0.3218543659130888,0.8069631493517652,0.1716122114867211,0.7593417002638722,0.0011237094885793207,0.0011767758741599182,0.003157112732065448,0.005402464526553429,0
NIPA1,0.536526100985605,0.8707870253179316,0.705641708588709,0.9089109863040382,0.006603840884079434,0.027884370985441147,0.009742610067025561,0.03528755235042162,2
CDIPT,0.5254471537786954,0.8674845905593124,0.3974343867858254,0.8367506850317882,0.0030739734836012144,0.003334613831448239,0.00575648963145833,0.008979280677838437,0
OSBPL5,0.18658870305035438,0.7415240220701658,0.30188143278036494,0.8070279173659927,5.787459991110862e-4,0.003815546579433374,0.0022094883570810105,0.0095856314913299,1
GPR148,0.21166117463759573,0.7577741694568636,NA,NA,0.45311030718514433,1,0.46863001953012134,1,12
CTDSP1,0.3613201613223518,0.8206938607096759,0.390692552542272,0.8357435428281664,0.0012523839966909326,0.003555716940229785,0.00336414823121484,0.009267211427601679,0
HMSD,0.853699144700914,0.9464068020294916,0.8753165413227396,0.9555569040041114,0.024069620666965656,0.04933587526949714,0.027611046240091607,0.05637134266495751,0
SAFB2,0.06420692468658841,0.6354163502766482,0.0557448213750116,0.630747107356566,3.2072887339882694e-4,8.924872858770205e-4,0.001626391713721606,0.004813498624783549,1
MAG,0.08487018075964957,0.669114629524972,0.2539263952076265,0.7967427265095098,1.4227771157629005e-5,2.9864996872449185e-4,4.4250739595419144e-4,0.0029824203466999434,0
FAM111A,0.32973953578439635,0.8109223022565071,0.5269493721312143,0.8691257554458596,0.001535014516676589,0.012360211257363135,0.003771051329081336,0.019412043618385246,1
MTMR14,0.026092276981799004,0.5567532002579383,0.04414215798395568,0.6086959894047883,4.5868879569785865e-6,2.887170705122317e-5,2.6741681631702995e-4,0.001279473059853816,0
EXT1,0.37971131623531057,0.8289017001216126,0.2595670389412928,0.7977433442677255,0.002550710883122291,0.0031046217432900867,0.0051231100839463,0.00865352447371715,0
MLXIP,0.8281143806182454,0.9395091943912472,0.6261285641160341,0.8910209134427443,0.015082835985076634,0.014837327426348343,0.018524470338127885,0.02207793374556147,0
CENPV,0.8351239108018554,0.9416701740394025,0.8507845851702222,0.9486147383465833,0.02469869931819946,0.05449893924293222,0.02824157034172305,0.06142074557388321,1
CCNDBP1,0.705371510307539,0.9071304001191879,0.6546537872373849,0.8968931300429525,0.01226575528476217,0.011270860761070332,0.015646405042651367,0.018224203505964254,0
LIN7A,0.11771030391880433,0.701377155699767,0.22505422324917582,0.7848068759223921,4.272674235501766e-5,5.265991314958079e-4,6.753213432958949e-4,0.003820710106082143,0
CSF2RB,0.18486766530851617,0.7413489103195597,0.43108550568709864,0.8445689930606718,9.2436806748565e-4,0.011068464272867413,0.0028408552523245564,0.017998310543393063,1
RPS20,0.2750109153990463,0.7857273204324208,0.34135813441359364,0.8195692077755755,0.0010519983593181707,0.00338731261143688,0.003044090771163961,0.009046892892804295,0
C17orf53,0.419515366871543,0.844054299361337,0.16731159694561595,0.7533826423837894,0.009838618612172967,0.0081850729260996,0.013115112645314645,0.014749457316426764,2
MYLK2,0.8180656224043741,0.9359669498310069,0.5701134615211789,0.8766811468104166,0.02151731711068296,0.02008338699267251,0.025055201210686055,0.027500446482995426,1
RTN4,0.04013906328775951,0.584750667181956,0.10141762636417774,0.6951401939577466,4.747834699157163e-5,5.533899663712383e-4,6.994621088165742e-4,0.003883238924697418,0
INPP5D,0.6055037825098,0.8841476664634794,0.6678001048271202,0.898664527498925,0.003268453071937636,0.009979887464343213,0.005995537479153468,0.016779410755212967,0
CCR8,0.41289921502820687,0.8416706551452162,0.341178574519192,0.8195692077755755,0.0025789949691099124,0.0038149700882563714,0.005163246981928986,0.0095856314913299,0
MTRNR2L13,0.30003382217468477,0.7974441722438929,0.27196300231920584,0.7981696669959318,0.0012637002540499252,0.002236733423954734,0.003382163617118736,0.007320182817330637,0
AGL,0.6867476982155007,0.9032463553393931,0.5069360451900793,0.8643118490703675,0.009801193378638192,0.01028204043257618,0.01307923838949995,0.01711014415126664,0
CCDC124,0.6724741204041029,0.8993335584249957,0.5450371966340273,0.8723091543913524,0.003540440024855228,0.00381421271957277,0.006314455825654536,0.0095856314913299,0
GPS1,0.13608369779454385,0.7158952013878888,0.1046090309250945,0.6980456376716996,2.2533552141580881e-4,4.0434946750418025e-4,0.0013710421144898625,0.003380786729509591,0
CCDC138,0.26190703407413896,0.7805039982504983,0.18999613908310206,0.7678787754780805,0.0012697142544352803,0.001726243478980674,0.0033902042784399434,0.006455106051428724,0
ACSM3,0.4275450501676411,0.8457417361264277,0.4940981409889818,0.8611634804897049,0.005046352811389743,0.01716790949866393,0.00805560220815603,0.02452689933812338,1
BTBD1,0.274441303073626,0.7854424691104586,0.33827975110003683,0.8185590170303827,0.0011510405041633347,0.004099540120027981,0.003202082118096599,0.009972932152471714,0
SAXO2,0.11221127516643434,0.6980107883506307,0.0847028443338196,0.6759914754574833,9.091486760915733e-4,0.0018125922337399627,0.0028098084538828835,0.0066207434771817,1
RAB29,0.05876585596419374,0.6309732474113092,0.03232851407011337,0.576478377482436,2.1480849565384943e-4,3.1633726779997233e-4,0.0013406783734889196,0.00304444030655765,1
DBP,0.26958473726053134,0.7835431113787424,0.5233123507555322,0.868458949933908,0.0012972932625363105,0.01279435421149208,0.00342900702155667,0.019884687593958002,0
TUBB4B,0.5307505089051131,0.8688106551663227,0.5269903003203769,0.8691257554458596,0.2265696166583215,0.40961571549548303,0.2353604774249019,0.42543768391279624,8
ASGR1,0.6497951077152613,0.8947978651473232,0.6252662939785074,0.8910209134427443,0.018177528617233613,0.037950986265632244,0.02168174250726727,0.04527086401753191,1
MAMDC4,0.7053754700984296,0.9071304001191879,0.47872088371794974,0.8571232252095378,0.009122138456239036,0.009116223909670632,0.012382936330244902,0.015813148761699543,1
TMEM132E,0.11366935836562313,0.698898864396739,0.275304688832803,0.7998860367397906,1.9697857618832502e-4,0.00230108534938068,0.0012822151867555446,0.0074062503578873435,0
DLST,0.1406867361725387,0.7166061622011988,0.1796177702198566,0.7610258489321428,4.3946162176359936e-4,0.0014966514543764476,0.001913422606534987,0.0060583541844075675,0
PTGER4,0.8562872778585042,0.9472374202568153,0.7534877066733429,0.9204902541065048,0.0064775255241787824,0.006111705782653908,0.009609436664814393,0.012445658479995911,0
PTBP1,0.20942344666576082,0.7563669992849804,0.20622767926319407,0.7749383398280132,7.672679897587945e-4,0.0017735035233963235,0.002561815701715667,0.006548099346260926,2
A4GALT,0.2559374169928344,0.7756790410881095,0.13805907994323174,0.7249101778560032,7.183268140714771e-4,6.831987012219306e-4,0.002468182043341527,0.004267868765108508,0
SKIV2L2,0.5361195699567202,0.8705080212049993,0.7194617505316498,0.9118543270995836,0.0034630609293556294,0.01935582094391902,0.006233958517312467,0.026751683737348316,0
MTIF2,0.03257008819630339,0.5648353328842443,0.04267209995933683,0.6074153190566761,3.5659217912169875e-5,1.2721462221854262e-4,6.286541715468487e-4,0.002115117787129511,0
ANKS1B,0.3554224147583185,0.8185696255738734,NA,NA,0.5768818046628847,1,0.5937777913300658,1,12
UCN3,0.30089208391881617,0.7979640220144011,0.15386283182496205,0.7421287676771463,6.091230641260942e-4,5.862890615062304e-4,0.0022738238647043497,0.003977004789810165,0
TMEM186,0.6379151207506494,0.891756625281646,0.6039952533141708,0.88432863074155,0.013293775399586948,0.023820785833623768,0.01670738738589159,0.031231622598275353,1
